Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|"Well|, |0|, |0|, |1|, |0|, |1|
|kills|, |1|, |0|, |1|, |0|, |2|
|carried|, |2|, |2|, |2|, |2|, |8|
|glanced|, |3|, |6|, |3|, |6|, |18|
|virtue|, |1|, |0|, |0|, |0|, |1|
|picturesqueness|, |0|, |1|, |0|, |0|, |1|
|excitedly|, |1|, |0|, |0|, |0|, |1|
|directed|, |0|, |1|, |0|, |1|, |2|
|foppishness|, |0|, |1|, |0|, |0|, |1|
|half-amused,|, |0|, |0|, |1|, |0|, |1|
|discreet|, |2|, |1|, |1|, |1|, |5|
|286|, |1|, |0|, |0|, |0|, |1|
|asked.|, |0|, |0|, |2|, |10|, |12|
|fascinated|, |1|, |0|, |0|, |0|, |1|
|judiciously|, |1|, |0|, |1|, |0|, |2|
|graceful|, |0|, |1|, |0|, |1|, |2|
|sympathetically.|, |0|, |0|, |1|, |1|, |2|
|had.|, |0|, |0|, |0|, |1|, |1|
|brooked|, |1|, |0|, |1|, |0|, |2|
|tender|, |2|, |2|, |2|, |2|, |8|
|wonder.|, |0|, |0|, |1|, |1|, |2|
|arm.|, |0|, |0|, |0|, |1|, |1|
|tremulous|, |1|, |1|, |1|, |1|, |4|
|wan|, |1|, |0|, |1|, |0|, |2|
|nose,|, |0|, |0|, |0|, |1|, |1|
|bedrooms|, |1|, |1|, |1|, |1|, |4|
|damn|, |1|, |0|, |1|, |0|, |2|
|live|, |1|, |0|, |1|, |0|, |2|
|propriety|, |1|, |0|, |1|, |0|, |2|
|languir_|, |1|, |0|, |0|, |0|, |1|
|to|, |317|, |252|, |303|, |244|, |1116|
|'Everything'|, |0|, |0|, |1|, |0|, |1|
|thirst--except|, |0|, |0|, |1|, |0|, |1|
|Paris;|, |0|, |0|, |1|, |1|, |2|
|disinherited|, |0|, |1|, |0|, |1|, |2|
|asked,|, |0|, |0|, |1|, |5|, |6|
|charmed|, |1|, |0|, |1|, |0|, |2|
|I'd|, |0|, |0|, |3|, |0|, |3|
|following.|, |0|, |0|, |1|, |0|, |1|
|coming,|, |0|, |0|, |1|, |1|, |2|
|warm|, |1|, |1|, |1|, |1|, |4|
|agitated,|, |0|, |0|, |0|, |1|, |1|
|Since|, |1|, |1|, |1|, |1|, |4|
|une|, |2|, |0|, |2|, |0|, |4|
|charmante,|, |0|, |0|, |1|, |0|, |1|
|mouth|, |3|, |3|, |3|, |2|, |11|
|mother|, |2|, |2|, |0|, |0|, |4|
|hard.|, |0|, |0|, |1|, |0|, |1|
|answered.|, |0|, |0|, |1|, |4|, |5|
|me."|, |0|, |0|, |2|, |1|, |3|
|steamer!"|, |0|, |0|, |1|, |1|, |2|
|Switzerland|, |2|, |2|, |1|, |1|, |6|
|assembly|, |1|, |0|, |1|, |0|, |2|
|"You'll|, |0|, |0|, |1|, |0|, |1|
|fixing|, |0|, |1|, |0|, |1|, |2|
|queer,|, |0|, |0|, |0|, |1|, |1|
|Caroline|, |12|, |17|, |10|, |16|, |55|
|plaited|, |1|, |1|, |1|, |1|, |4|
|opening|, |1|, |1|, |1|, |1|, |4|
|question|, |4|, |2|, |3|, |1|, |10|
|window-blind|, |1|, |1|, |1|, |1|, |4|
|inquiringly|, |0|, |1|, |0|, |0|, |1|
|beside|, |5|, |4|, |5|, |4|, |18|
|antiquity|, |1|, |1|, |1|, |1|, |4|
|pavement|, |2|, |2|, |1|, |2|, |7|
|withdrawn|, |1|, |0|, |1|, |0|, |2|
|cultivated|, |1|, |0|, |1|, |0|, |2|
|vividly;|, |0|, |0|, |1|, |1|, |2|
|side-street,|, |0|, |0|, |1|, |0|, |1|
|were|, |28|, |29|, |24|, |29|, |110|
|gravely|, |2|, |3|, |1|, |1|, |7|
|ends|, |1|, |1|, |1|, |0|, |3|
|stripped|, |2|, |0|, |1|, |0|, |3|
|wrote|, |2|, |2|, |1|, |1|, |6|
|room,|, |0|, |0|, |1|, |1|, |2|
|nearsightedly.|, |0|, |0|, |0|, |1|, |1|
|word!--understood|, |0|, |0|, |1|, |0|, |1|
|departure.|, |0|, |0|, |0|, |1|, |1|
|"Italy,"|, |0|, |0|, |1|, |1|, |2|
|draw|, |1|, |0|, |1|, |0|, |2|
|example|, |2|, |2|, |1|, |0|, |5|
|spirit.|, |0|, |0|, |1|, |0|, |1|
|"interested"|, |0|, |0|, |1|, |1|, |2|
|day.|, |0|, |0|, |1|, |2|, |3|
|_quatrième_,--to|, |0|, |0|, |0|, |1|, |1|
|restoratively,|, |0|, |0|, |1|, |0|, |1|
|gleefully|, |1|, |1|, |0|, |0|, |2|
|Whither|, |0|, |1|, |0|, |1|, |2|
|truth|, |1|, |0|, |1|, |0|, |2|
|last.|, |0|, |0|, |2|, |3|, |5|
|yes|, |2|, |3|, |0|, |0|, |5|
|studying|, |1|, |1|, |1|, |1|, |4|
|curled|, |0|, |1|, |0|, |1|, |2|
|himself--he|, |0|, |0|, |1|, |0|, |1|
|Spencer,--"_Partie_,|, |0|, |0|, |0|, |1|, |1|
|disobeyed|, |0|, |1|, |0|, |1|, |2|
|goodby|, |0|, |1|, |0|, |0|, |1|
|affected|, |1|, |1|, |0|, |0|, |2|
|night),|, |0|, |0|, |0|, |1|, |1|
|"In|, |0|, |0|, |4|, |3|, |7|
|fitness|, |0|, |1|, |0|, |1|, |2|
|thirty,|, |0|, |0|, |1|, |1|, |2|
|picturesque|, |1|, |5|, |1|, |2|, |9|
|"Then|, |0|, |0|, |2|, |0|, |2|
|seen|, |12|, |12|, |10|, |11|, |45|
|days."|, |0|, |0|, |1|, |1|, |2|
|her--I|, |0|, |0|, |1|, |0|, |1|
|(296)|, |0|, |0|, |1|, |0|, |1|
|enter.|, |0|, |0|, |1|, |1|, |2|
|appealing|, |1|, |1|, |0|, |1|, |3|
|staring|, |4|, |5|, |2|, |3|, |14|
|above|, |1|, |1|, |1|, |1|, |4|
|be|, |38|, |23|, |33|, |22|, |116|
|authority.|, |0|, |0|, |1|, |0|, |1|
|experience!--I|, |0|, |0|, |1|, |0|, |1|
|_trottoir_.|, |0|, |0|, |0|, |1|, |1|
|sorts|, |3|, |0|, |2|, |0|, |5|
|gallantly|, |1|, |1|, |1|, |1|, |4|
|leetle|, |2|, |2|, |2|, |2|, |8|
|has|, |34|, |28|, |32|, |28|, |122|
|Two|, |2|, |3|, |1|, |1|, |7|
|Why,|, |0|, |0|, |1|, |0|, |1|
|attire|, |1|, |1|, |0|, |0|, |2|
|Cornice|, |1|, |1|, |1|, |1|, |4|
|That's|, |0|, |0|, |3|, |0|, |3|
|"No|, |0|, |0|, |1|, |1|, |2|
|all|, |33|, |16|, |27|, |13|, |89|
|why--I|, |0|, |0|, |1|, |1|, |2|
|oldest|, |1|, |1|, |1|, |1|, |4|
|prejudiced|, |1|, |1|, |0|, |0|, |2|
|goodby;|, |0|, |0|, |0|, |1|, |1|
|seedy|, |0|, |1|, |0|, |0|, |1|
|along;|, |0|, |0|, |1|, |1|, |2|
|happened|, |2|, |2|, |1|, |1|, |6|
|laugh.|, |0|, |0|, |0|, |2|, |2|
|remarkably|, |1|, |0|, |1|, |0|, |2|
|too-morose|, |1|, |0|, |1|, |0|, |2|
|rustle|, |1|, |0|, |1|, |0|, |2|
|Belle|, |2|, |2|, |2|, |1|, |7|
|arrange|, |1|, |0|, |1|, |0|, |2|
|saw."|, |0|, |0|, |0|, |1|, |1|
|echo|, |1|, |0|, |1|, |0|, |2|
|pride|, |1|, |0|, |0|, |0|, |1|
|risen|, |1|, |1|, |1|, |1|, |4|
|stock--if|, |0|, |0|, |1|, |0|, |1|
|arrive,|, |0|, |0|, |1|, |0|, |1|
|cheeks|, |1|, |2|, |0|, |0|, |3|
|graces|, |1|, |1|, |1|, |1|, |4|
|Yes|, |9|, |8|, |0|, |0|, |17|
|bright|, |7|, |6|, |2|, |4|, |19|
|enquired.|, |0|, |0|, |2|, |0|, |2|
|rounding|, |1|, |0|, |1|, |0|, |2|
|beyond|, |3|, |1|, |3|, |1|, |8|
|Geneva.|, |0|, |0|, |1|, |1|, |2|
|upset|, |1|, |0|, |1|, |0|, |2|
|hopeless|, |1|, |1|, |0|, |0|, |2|
|expression|, |4|, |2|, |3|, |2|, |11|
|que|, |1|, |0|, |1|, |0|, |2|
|Provencale|, |2|, |0|, |1|, |0|, |3|
|table,|, |0|, |0|, |1|, |3|, |4|
|inferred|, |2|, |0|, |2|, |0|, |4|
|stationed|, |1|, |1|, |1|, |1|, |4|
|desultory|, |1|, |1|, |1|, |1|, |4|
|remarked:|, |0|, |0|, |1|, |0|, |1|
|answer,|, |0|, |0|, |1|, |0|, |1|
|identity|, |1|, |0|, |0|, |0|, |1|
|aware,|, |0|, |0|, |1|, |0|, |1|
|walked|, |2|, |2|, |2|, |2|, |8|
|window|, |1|, |1|, |0|, |0|, |2|
|passion|, |0|, |2|, |0|, |1|, |3|
|descant|, |1|, |1|, |1|, |1|, |4|
|been|, |46|, |43|, |46|, |43|, |178|
|gratifying|, |0|, |1|, |0|, |0|, |1|
|mean|, |12|, |10|, |6|, |4|, |32|
|detained|, |1|, |1|, |1|, |1|, |4|
|impressive|, |0|, |1|, |0|, |1|, |2|
|surrounded|, |0|, |1|, |0|, |1|, |2|
|Gently,|, |0|, |0|, |1|, |1|, |2|
|nice|, |3|, |4|, |3|, |4|, |14|
|grave--to|, |0|, |0|, |1|, |0|, |1|
|belle_,"|, |0|, |0|, |1|, |0|, |1|
|covers.|, |0|, |0|, |1|, |1|, |2|
|sad|, |1|, |1|, |1|, |1|, |4|
|late.|, |0|, |0|, |1|, |1|, |2|
|news|, |3|, |3|, |1|, |1|, |8|
|myself,|, |0|, |0|, |2|, |2|, |4|
|often?"|, |0|, |0|, |1|, |1|, |2|
|"Won't|, |0|, |0|, |2|, |2|, |4|
|it;|, |0|, |0|, |3|, |6|, |9|
|doorstep|, |0|, |2|, |0|, |0|, |2|
|everything;|, |0|, |0|, |0|, |1|, |1|
|pleading|, |1|, |1|, |0|, |0|, |2|
|hesitated,|, |0|, |0|, |0|, |1|, |1|
|hesitation,|, |0|, |0|, |0|, |1|, |1|
|much,"|, |0|, |0|, |2|, |1|, |3|
|doubt|, |5|, |2|, |4|, |1|, |12|
|assurance|, |1|, |0|, |0|, |0|, |1|
|photographs;|, |0|, |0|, |1|, |0|, |1|
|demonstrations|, |1|, |1|, |0|, |0|, |2|
|whisper|, |0|, |2|, |0|, |0|, |2|
|dryly.|, |0|, |0|, |1|, |0|, |1|
|longer,|, |0|, |0|, |0|, |1|, |1|
|fountains,|, |0|, |0|, |1|, |0|, |1|
|"A|, |0|, |0|, |3|, |1|, |4|
|street|, |7|, |9|, |3|, |3|, |22|
|rendered|, |1|, |0|, |1|, |0|, |2|
|friend,"|, |0|, |0|, |0|, |1|, |1|
|bright."|, |0|, |0|, |2|, |2|, |4|
|gaping|, |1|, |0|, |1|, |0|, |2|
|yard,|, |0|, |0|, |1|, |1|, |2|
|kind;|, |0|, |0|, |1|, |1|, |2|
|Europe.|, |0|, |0|, |3|, |4|, |7|
|lessons,"|, |0|, |0|, |0|, |1|, |1|
|feebly--for|, |0|, |0|, |1|, |0|, |1|
|303|, |1|, |0|, |0|, |0|, |1|
|death|, |3|, |2|, |2|, |1|, |8|
|ill|, |0|, |1|, |0|, |0|, |1|
|nicely!"|, |0|, |0|, |1|, |0|, |1|
|value|, |1|, |0|, |1|, |0|, |2|
|impression|, |4|, |2|, |4|, |2|, |12|
|On|, |7|, |5|, |6|, |4|, |22|
|got|, |6|, |7|, |6|, |7|, |26|
|283|, |1|, |0|, |0|, |0|, |1|
|miraculous,|, |0|, |0|, |1|, |0|, |1|
|grace.|, |0|, |0|, |2|, |0|, |2|
|sight|, |3|, |3|, |2|, |2|, |10|
|resisted|, |1|, |0|, |1|, |0|, |2|
|infatuated|, |1|, |0|, |1|, |0|, |2|
|happens|, |1|, |1|, |1|, |1|, |4|
|recognition|, |0|, |1|, |0|, |0|, |1|
|whom|, |7|, |5|, |5|, |4|, |21|
|accomplishments|, |1|, |0|, |0|, |0|, |1|
|schoolmistress|, |0|, |1|, |0|, |1|, |2|
|special|, |1|, |1|, |1|, |1|, |4|
|odds,|, |0|, |0|, |0|, |1|, |1|
|give|, |7|, |6|, |7|, |6|, |26|
|souls,|, |0|, |0|, |1|, |0|, |1|
|confess|, |1|, |1|, |1|, |1|, |4|
|Latouche,|, |0|, |0|, |3|, |5|, |8|
|remembered|, |1|, |2|, |1|, |2|, |6|
|listened|, |4|, |3|, |4|, |3|, |14|
|stand|, |2|, |1|, |2|, |1|, |6|
|lessons.|, |0|, |0|, |0|, |1|, |1|
|carry-all|, |2|, |0|, |1|, |0|, |3|
|utter,|, |0|, |0|, |1|, |0|, |1|
|allowed|, |1|, |1|, |0|, |1|, |3|
|situation|, |4|, |1|, |2|, |1|, |8|
|practically|, |2|, |0|, |2|, |0|, |4|
|fairy-tale|, |1|, |0|, |0|, |0|, |1|
|tables.|, |0|, |0|, |1|, |1|, |2|
|again.|, |0|, |0|, |4|, |8|, |12|
|(308)|, |0|, |0|, |1|, |0|, |1|
|flirting|, |2|, |2|, |1|, |0|, |5|
|heart-breaking|, |1|, |0|, |0|, |0|, |1|
|you've|, |0|, |0|, |5|, |0|, |5|
|as,|, |0|, |0|, |1|, |1|, |2|
|fantastic|, |0|, |1|, |0|, |0|, |1|
|available|, |1|, |0|, |0|, |0|, |1|
|is|, |20|, |68|, |9|, |63|, |160|
|"to|, |0|, |0|, |1|, |1|, |2|
|decently|, |1|, |1|, |0|, |0|, |2|
|outrage|, |1|, |1|, |0|, |0|, |2|
|Parisienne,|, |0|, |0|, |1|, |1|, |2|
|Latouche.|, |0|, |0|, |0|, |1|, |1|
|questions.|, |0|, |0|, |0|, |1|, |1|
|narrow|, |1|, |2|, |1|, |2|, |6|
|meeting|, |2|, |1|, |2|, |1|, |6|
|occurred|, |1|, |1|, |1|, |1|, |4|
|asserted,|, |0|, |0|, |1|, |0|, |1|
|need|, |2|, |1|, |1|, |1|, |5|
|betise|, |1|, |0|, |1|, |0|, |2|
|honored|, |0|, |1|, |0|, |1|, |2|
|cousin."|, |0|, |0|, |0|, |1|, |1|
|style.|, |0|, |0|, |1|, |0|, |1|
|decouverte_|, |1|, |0|, |0|, |0|, |1|
|Provençal|, |0|, |1|, |0|, |1|, |2|
|doesn't|, |0|, |0|, |2|, |1|, |3|
|theatre|, |1|, |1|, |0|, |1|, |3|
|favour|, |1|, |0|, |0|, |0|, |1|
|pretentious|, |1|, |1|, |1|, |0|, |3|
|eagerness|, |2|, |1|, |1|, |0|, |4|
|afloat|, |1|, |0|, |1|, |0|, |2|
|things."|, |0|, |0|, |1|, |0|, |1|
|cognac!"|, |0|, |0|, |0|, |1|, |1|
|MEETINGS|, |1|, |1|, |1|, |0|, |3|
|men|, |1|, |1|, |0|, |0|, |2|
|kind,|, |0|, |0|, |1|, |1|, |2|
|reopened|, |1|, |0|, |1|, |0|, |2|
|it,"|, |0|, |0|, |1|, |2|, |3|
|lips|, |2|, |5|, |2|, |2|, |11|
|acquired|, |1|, |0|, |1|, |0|, |2|
|unsteadiest|, |1|, |0|, |1|, |0|, |2|
|phrase|, |1|, |1|, |0|, |0|, |2|
|years."|, |0|, |0|, |2|, |3|, |5|
|window.|, |0|, |0|, |1|, |1|, |2|
|Europe|, |13|, |18|, |4|, |5|, |40|
|demonstrations.|, |0|, |0|, |1|, |1|, |2|
|enjoined.|, |0|, |0|, |1|, |0|, |1|
|fashion|, |4|, |5|, |0|, |0|, |9|
|suppressed|, |1|, |1|, |1|, |1|, |4|
|during|, |1|, |1|, |1|, |1|, |4|
|admonished|, |1|, |0|, |1|, |0|, |2|
|simpler|, |2|, |0|, |2|, |0|, |4|
|fresh|, |1|, |0|, |1|, |0|, |2|
|imperfectly.|, |0|, |0|, |0|, |1|, |1|
|brief|, |1|, |1|, |1|, |1|, |4|
|Paris.|, |0|, |0|, |2|, |3|, |5|
|Mrs.|, |6|, |6|, |5|, |6|, |23|
|sic|, |1|, |0|, |0|, |0|, |1|
|woman|, |7|, |7|, |5|, |4|, |23|
|"Of|, |0|, |0|, |1|, |2|, |3|
|all--which|, |0|, |0|, |1|, |0|, |1|
|house,|, |0|, |0|, |3|, |3|, |6|
|faith.|, |0|, |0|, |1|, |0|, |1|
|pupils?"|, |0|, |0|, |1|, |1|, |2|
|clucking|, |1|, |1|, |1|, |1|, |4|
|_le|, |1|, |0|, |1|, |0|, |2|
|attitude.|, |0|, |0|, |0|, |1|, |1|
|irritated|, |2|, |2|, |1|, |1|, |6|
|dryly|, |1|, |0|, |0|, |0|, |1|
|quest|, |1|, |0|, |1|, |0|, |2|
|road;|, |0|, |0|, |1|, |1|, |2|
|water-colour|, |1|, |0|, |1|, |0|, |2|
|satisfaction,|, |0|, |0|, |0|, |1|, |1|
|portfolio,|, |0|, |0|, |0|, |2|, |2|
|given|, |1|, |1|, |1|, |1|, |4|
|provocation;|, |0|, |0|, |0|, |1|, |1|
|mezzotint|, |1|, |1|, |1|, |1|, |4|
|delicacy|, |1|, |1|, |0|, |0|, |2|
|'m|, |23|, |1|, |0|, |1|, |25|
|began.|, |0|, |0|, |1|, |1|, |2|
|are|, |12|, |30|, |11|, |30|, |83|
|delightful|, |2|, |2|, |1|, |1|, |6|
|Until|, |1|, |1|, |0|, |0|, |2|
|crying.|, |0|, |0|, |1|, |1|, |2|
|elbow,|, |0|, |0|, |0|, |1|, |1|
|"|, |0|, |0|, |5|, |0|, |5|
|sensation,|, |0|, |0|, |0|, |1|, |1|
|neither|, |1|, |1|, |1|, |1|, |4|
|that!|, |0|, |0|, |2|, |0|, |2|
|word|, |2|, |1|, |1|, |1|, |5|
|_il|, |1|, |0|, |1|, |0|, |2|
|sofa|, |1|, |1|, |0|, |0|, |2|
|much.|, |0|, |0|, |1|, |1|, |2|
|doing|, |3|, |3|, |1|, |1|, |8|
|rudimentary|, |0|, |1|, |0|, |1|, |2|
|welcomed|, |0|, |1|, |0|, |1|, |2|
|flare|, |1|, |0|, |1|, |0|, |2|
|cost|, |1|, |0|, |1|, |0|, |2|
|Normande|, |2|, |2|, |1|, |0|, |5|
|"Many|, |0|, |0|, |0|, |1|, |1|
|setting|, |1|, |1|, |1|, |1|, |4|
|us.|, |0|, |0|, |1|, |1|, |2|
|carpet,|, |0|, |0|, |1|, |0|, |1|
|inquired|, |0|, |3|, |0|, |0|, |3|
|Well,|, |0|, |0|, |2|, |0|, |2|
|gaiety."|, |0|, |0|, |1|, |0|, |1|
|chance_!|, |0|, |0|, |1|, |0|, |1|
|juncture|, |1|, |1|, |1|, |1|, |4|
|scholars|, |1|, |1|, |1|, |1|, |4|
|lowered,|, |0|, |0|, |0|, |1|, |1|
|(275)|, |0|, |0|, |1|, |0|, |1|
|even|, |8|, |2|, |7|, |2|, |19|
|imagination|, |2|, |1|, |1|, |0|, |4|
|rack|, |1|, |0|, |0|, |0|, |1|
|varied|, |1|, |0|, |1|, |0|, |2|
|hat.|, |0|, |0|, |0|, |1|, |1|
|addressed|, |1|, |0|, |1|, |0|, |2|
|out|, |21|, |20|, |20|, |19|, |80|
|easily|, |2|, |2|, |2|, |2|, |8|
|"how|, |0|, |0|, |1|, |1|, |2|
|most|, |10|, |11|, |10|, |11|, |42|
|You|, |20|, |23|, |2|, |5|, |50|
|charming|, |8|, |7|, |5|, |4|, |24|
|not|, |25|, |53|, |23|, |50|, |151|
|lucky|, |1|, |0|, |0|, |0|, |1|
|plants|, |1|, |1|, |1|, |1|, |4|
|"Is|, |0|, |0|, |3|, |3|, |6|
|spot,"|, |0|, |0|, |1|, |0|, |1|
|came."|, |0|, |0|, |1|, |1|, |2|
|(302)|, |0|, |0|, |1|, |0|, |1|
|man,|, |0|, |0|, |0|, |1|, |1|
|impenetrably--only|, |0|, |0|, |1|, |0|, |1|
|disowned|, |1|, |1|, |1|, |1|, |4|
|monsieu,"|, |0|, |0|, |0|, |1|, |1|
|quitted|, |1|, |0|, |1|, |0|, |2|
|transit|, |2|, |2|, |1|, |1|, |6|
|embarrassed|, |1|, |1|, |0|, |0|, |2|
|bereaved|, |1|, |1|, |1|, |1|, |4|
|widows|, |1|, |0|, |0|, |0|, |1|
|marble-topped|, |1|, |1|, |1|, |1|, |4|
|underlip|, |0|, |1|, |0|, |0|, |1|
|demonstrative|, |0|, |1|, |0|, |1|, |2|
|street.|, |0|, |0|, |1|, |0|, |1|
|accent,--|, |0|, |0|, |0|, |1|, |1|
|telling|, |4|, |4|, |4|, |4|, |16|
|complexion|, |1|, |1|, |1|, |1|, |4|
|wailed|, |1|, |0|, |0|, |0|, |1|
|exuberant|, |1|, |0|, |0|, |0|, |1|
|costume|, |1|, |1|, |0|, |0|, |2|
|morbid|, |1|, |0|, |1|, |0|, |2|
|decently,|, |0|, |0|, |1|, |1|, |2|
|chill|, |1|, |1|, |0|, |1|, |3|
|water-color|, |0|, |1|, |0|, |1|, |2|
|many|, |2|, |2|, |2|, |2|, |8|
|think,"|, |0|, |0|, |0|, |1|, |1|
|was|, |159|, |167|, |146|, |164|, |636|
|My|, |22|, |17|, |11|, |8|, |58|
|oddest|, |1|, |0|, |1|, |0|, |2|
|brutal;|, |0|, |0|, |0|, |1|, |1|
|since|, |13|, |10|, |7|, |6|, |36|
|helas|, |1|, |0|, |0|, |0|, |1|
|studio|, |1|, |1|, |1|, |1|, |4|
|he|, |75|, |59|, |61|, |57|, |252|
|feet,|, |0|, |0|, |1|, |0|, |1|
|J'adore|, |0|, |1|, |0|, |0|, |1|
|recklessly|, |1|, |0|, |1|, |0|, |2|
|moments."|, |0|, |0|, |1|, |1|, |2|
|Countess|, |15|, |17|, |3|, |5|, |40|
|So|, |5|, |3|, |4|, |2|, |14|
|ribbon|, |1|, |1|, |0|, |0|, |2|
|expanded|, |0|, |2|, |0|, |2|, |4|
|fait_|, |1|, |1|, |0|, |0|, |2|
|mid-day--_comme|, |0|, |0|, |1|, |0|, |1|
|type|, |1|, |1|, |1|, |0|, |3|
|observation|, |1|, |0|, |0|, |0|, |1|
|tremor|, |1|, |2|, |1|, |2|, |6|
|until|, |1|, |3|, |1|, |3|, |8|
|sensibility|, |1|, |0|, |1|, |0|, |2|
|affliction|, |1|, |1|, |1|, |0|, |3|
|crazy."|, |0|, |0|, |1|, |1|, |2|
|bad.|, |0|, |0|, |1|, |1|, |2|
|certainly|, |3|, |4|, |3|, |4|, |14|
|jacket,|, |0|, |0|, |1|, |1|, |2|
|YOU--?"|, |0|, |0|, |1|, |0|, |1|
|"By|, |0|, |0|, |1|, |1|, |2|
|knew--large|, |0|, |0|, |1|, |0|, |1|
|Mixter,|, |0|, |0|, |2|, |1|, |3|
|foolish,"|, |0|, |0|, |1|, |1|, |2|
|cloth|, |1|, |1|, |1|, |1|, |4|
|man.|, |0|, |0|, |1|, |4|, |5|
|flow|, |1|, |0|, |1|, |0|, |2|
|Comtesse--that|, |0|, |0|, |1|, |0|, |1|
|mistake|, |1|, |0|, |1|, |0|, |2|
|(272)|, |0|, |0|, |1|, |0|, |1|
|(312)|, |0|, |0|, |1|, |0|, |1|
|kind|, |13|, |9|, |7|, |5|, |34|
|importance,|, |0|, |0|, |1|, |0|, |1|
|old.|, |0|, |0|, |1|, |0|, |1|
|least|, |8|, |3|, |7|, |3|, |21|
|us|, |17|, |9|, |13|, |5|, |44|
|cour|, |1|, |0|, |1|, |0|, |2|
|fingertips|, |0|, |1|, |0|, |0|, |1|
|entertaining.|, |0|, |0|, |0|, |1|, |1|
|kinds,"|, |0|, |0|, |0|, |1|, |1|
|yet|, |9|, |5|, |6|, |2|, |22|
|army|, |1|, |0|, |1|, |0|, |2|
|noble|, |1|, |0|, |1|, |0|, |2|
|"Alcibiade,|, |0|, |0|, |1|, |0|, |1|
|immediately|, |4|, |4|, |4|, |4|, |16|
|306|, |1|, |0|, |0|, |0|, |1|
|must,|, |0|, |0|, |1|, |0|, |1|
|now,|, |0|, |0|, |2|, |1|, |3|
|perpetually|, |1|, |1|, |1|, |1|, |4|
|stock|, |2|, |0|, |1|, |0|, |3|
|scanning|, |1|, |1|, |1|, |1|, |4|
|literal|, |1|, |0|, |1|, |0|, |2|
|whose|, |3|, |0|, |3|, |0|, |6|
|æsthetic|, |0|, |1|, |0|, |1|, |2|
|"For|, |0|, |0|, |2|, |1|, |3|
|(289)|, |0|, |0|, |1|, |0|, |1|
|alarmed|, |0|, |1|, |0|, |0|, |1|
|over.|, |0|, |0|, |1|, |0|, |1|
|drawn|, |1|, |1|, |1|, |1|, |4|
|mustn't|, |0|, |0|, |1|, |0|, |1|
|298|, |1|, |0|, |0|, |0|, |1|
|dinner.|, |0|, |0|, |1|, |1|, |2|
|marriage?"|, |0|, |0|, |1|, |1|, |2|
|stretched|, |1|, |1|, |1|, |1|, |4|
|SEE!"|, |0|, |0|, |1|, |0|, |1|
|lightly|, |1|, |1|, |1|, |1|, |4|
|miserable|, |2|, |2|, |1|, |1|, |6|
|"Oh|, |0|, |0|, |17|, |0|, |17|
|intensely|, |2|, |1|, |1|, |1|, |5|
|mean,|, |0|, |0|, |2|, |2|, |4|
|289|, |1|, |0|, |0|, |0|, |1|
|hair-dresser.|, |0|, |0|, |0|, |1|, |1|
|Italy!"|, |0|, |0|, |0|, |1|, |1|
|case|, |6|, |4|, |5|, |3|, |18|
|England|, |2|, |1|, |1|, |1|, |5|
|miles|, |2|, |0|, |1|, |0|, |3|
|gaiety|, |1|, |0|, |0|, |0|, |1|
|felt,|, |0|, |0|, |1|, |0|, |1|
|pursued.|, |0|, |0|, |0|, |1|, |1|
|listeners.|, |0|, |0|, |1|, |1|, |2|
|Byronic|, |1|, |1|, |1|, |1|, |4|
|ventured|, |1|, |1|, |1|, |1|, |4|
|mine;|, |0|, |0|, |0|, |1|, |1|
|himself;|, |0|, |0|, |0|, |1|, |1|
|glad|, |1|, |1|, |1|, |1|, |4|
|diminished|, |1|, |0|, |1|, |0|, |2|
|crisis,|, |0|, |0|, |1|, |0|, |1|
|honestly|, |0|, |2|, |0|, |0|, |2|
|YOU|, |3|, |0|, |1|, |0|, |4|
|I!|, |0|, |0|, |0|, |1|, |1|
|desperation|, |1|, |0|, |0|, |0|, |1|
|questions|, |0|, |1|, |0|, |0|, |1|
|things,|, |0|, |0|, |1|, |2|, |3|
|fou|, |1|, |0|, |1|, |0|, |2|
|sensation|, |0|, |2|, |0|, |1|, |3|
|her;|, |0|, |0|, |0|, |1|, |1|
|"Good|, |0|, |0|, |0|, |1|, |1|
|"do|, |0|, |0|, |1|, |2|, |3|
|reconnoitre.|, |0|, |0|, |1|, |1|, |2|
|declared|, |2|, |0|, |1|, |0|, |3|
|"in|, |0|, |0|, |1|, |1|, |2|
|England--insists|, |0|, |0|, |1|, |0|, |1|
|commixture|, |0|, |1|, |0|, |1|, |2|
|too,|, |0|, |0|, |0|, |1|, |1|
|fatigue,|, |0|, |0|, |1|, |0|, |1|
|absurd|, |1|, |0|, |0|, |0|, |1|
|mine--she|, |0|, |0|, |1|, |0|, |1|
|Salle-a-Manger,|, |0|, |0|, |1|, |0|, |1|
|early|, |3|, |1|, |2|, |1|, |7|
|mantelshelf,|, |0|, |0|, |0|, |1|, |1|
|not?"|, |0|, |0|, |0|, |1|, |1|
|labour."|, |0|, |0|, |1|, |0|, |1|
|pause|, |2|, |1|, |2|, |0|, |5|
|unpainted|, |1|, |1|, |1|, |1|, |4|
|freckles.|, |0|, |0|, |1|, |1|, |2|
|await|, |1|, |1|, |1|, |1|, |4|
|Spencer's|, |0|, |1|, |3|, |7|, |11|
|point|, |1|, |0|, |1|, |0|, |2|
|gape|, |1|, |0|, |1|, |0|, |2|
|Rue|, |1|, |1|, |1|, |1|, |4|
